row_index,Company,TypeName,Inches,Screen_name,Screen_Pixcel,cpu_brand,cpu_name,cpu_speedGHz,Ram,Memory,Gpu_brand,Gpu_name,OpSys,Weight,Price
170,HP,Notebook,13.3,"IPS Panel Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,4,"500GB HDD",Intel," UHD Graphics 620",Windows,1.49,40173
171,Huawei,Ultrabook,13.0,"IPS Panel Full HD ",2160x1440,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.05,71875
172,HP,Notebook,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,6,"2TB HDD",AMD," Radeon 520",Windows,2.71,37243
173,Lenovo,Notebook,15.6,N/A,1366x768,AMD," A6-Series 9220 ",2.90,4,"500GB HDD",AMD," Radeon R4 Graphics",N/A,2.2,16464
174,Toshiba,Notebook,15.6,N/A,1366x768,Intel," Core i3 7100U ",2.40,4,"500GB HDD",Intel," HD Graphics 620",Windows,5.4,26054
175,HP,Notebook,17.3,"Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,8,"256GB SSD",Nvidia," GeForce 930MX",Windows,2.5,49177
176,Dell,Notebook,15.6,N/A,1366x768,Intel," Core i3 7100U ",2.40,8,"1TB HDD",Intel," HD Graphics 620",Windows,2.3,24456
177,Acer,Notebook,15.6,N/A,1366x768,Intel," Core i3 6006U 2",2.00,4,"128GB SSD",Intel," HD Graphics 520",Windows,2.1,23923
178,MSI,Gaming,18.4,"Full HD ",1920x1080,Intel," Core i7 6920HQ ",2.90,32,"512GB SSD +  1TB HDD",Nvidia," GTX 980 SLI",Windows,4.4,149131
179,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"128GB SSD +  1TB HDD",AMD," R17M-M1-70",Windows,1.90,43317
180,HP,"2 in 1 Convertible",13.3,"IPS Panel 4K Ultra HD / Touchscreen ",3840x2160,Intel," Core i5 8250U ",1.60,8,"256GB SSD",Intel," UHD Graphics 620",Windows,1.29,79867
181,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,16,"256GB SSD +  2TB HDD",AMD," Radeon 530",Linux,2.02,55891
182,Dell,Ultrabook,13.3,"Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,8,"256GB SSD",Intel," UHD Graphics 620",Windows,1.23,74539
183,Lenovo,"2 in 1 Convertible",13.9,"IPS Panel 4K Ultra HD / Touchscreen ",3840x2160,Intel," Core i7 8550U ",1.80,16,"512GB SSD",Intel," UHD Graphics 620",Windows,1.4,98515
184,Toshiba,Notebook,15.6,N/A,1366x768,Intel," Core i5 7200U ",2.50,8,"128GB SSD",Intel," HD Graphics 620",Windows,2.0,42251
185,Xiaomi,Notebook,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,8,"256GB SSD",Nvidia," GeForce MX150",N/A,1.95,63883
186,Dell,Notebook,17.3,"Full HD / Touchscreen ",1920x1080,Intel," Core i7 8550U ",1.80,16,"512GB SSD",Nvidia," GeForce 150MX",Windows,2.77,82531
187,Dell,Notebook,15.6,"4K Ultra HD / Touchscreen ",3840x2160,Intel," Core i7 7700HQ ",2.80,16,"512GB SSD",Nvidia," GeForce GTX 1050",Windows,2.06,127712
188,Lenovo,Gaming,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7300HQ ",2.50,8,"256GB SSD",Nvidia," GeForce GTX 1050",N/A,2.4,41505
189,Acer,Ultrabook,13.3,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7Y54 ",1.20,8,"256GB SSD",Intel," HD Graphics 615",Windows,1.12,52694
190,Dell,Notebook,17.3,"Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,8,"128GB SSD +  1TB HDD",AMD," Radeon 530",Windows,2.8,57809
192,Vero,Notebook,14.0,"IPS Panel Full HD ",1920x1080,Intel," Celeron Dual Core N3350 ",1.10,4,"32GB Flash Storage",Intel," HD Graphics 500",Windows,1.3,13853
193,Xiaomi,Ultrabook,13.3,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Nvidia," GeForce MX150",N/A,1.3,53275
194,Lenovo,Notebook,17.3,N/A,1600x900,Intel," Core i5 8250U ",1.60,8,"256GB SSD",Nvidia," GeForce MX150",N/A,2.8,37189
195,Dell,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen ",1920x1080,Intel," Core i7 8550U ",1.80,8,"1TB HDD",Intel," UHD Graphics 620",Windows,1.62,44702
196,HP,Notebook,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,8,"1TB HDD",Nvidia," GeForce 930MX",Windows,2.5,48698
197,Razer,Gaming,17.3,"4K Ultra HD / Touchscreen ",3840x2160,Intel," Core i7 7820HK ",2.90,32,"1TB SSD",Nvidia," GeForce GTX 1080",Windows,3.49,324955
198,HP,Notebook,13.3,"Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,8,"512GB SSD",Intel," UHD Graphics 620",Windows,1.49,51096
199,HP,Gaming,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1050",Windows,3.35,73473
200,HP,Notebook,17.3,"Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,8,"256GB SSD",Nvidia," GeForce 930MX ",Windows,2.5,55678
201,Dell,Gaming,15.6,"IPS Panel 4K Ultra HD ",3840x2160,Intel," Core i7 7700HQ ",2.80,16,"512GB SSD +  1TB HDD",Nvidia," GeForce GTX 1060",Windows,2.65,98302
202,Lenovo,Notebook,15.6,N/A,1366x768,Intel," Core i5 6200U ",2.30,4,"128GB SSD",Intel," HD Graphics 520",Windows,2.1,26267
203,Acer,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"1TB HDD",Nvidia," GeForce 940MX",Windows,2.23,39534
204,Lenovo,Gaming,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"512GB SSD +  1TB HDD",Nvidia," GeForce GTX 1060",Windows,3.2,93187
205,Dell,Workstation,15.6,"4K Ultra HD ",3840x2160,Intel," Xeon E3-1505M V6 3",3.00,16,"256GB SSD +  1TB HDD",Nvidia," Quadro M1200",Windows,2.8,162770
206,Lenovo,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"512GB SSD",Nvidia," GeForce GTX 1060",N/A,2.4,74485
207,Dell,Notebook,15.6,"Touchscreen ",1366x768,Intel," Core i3 7100U ",2.40,6,"1TB HDD",Intel," HD Graphics 620",Windows,2.3,23390
208,Dell,Ultrabook,13.3,"IPS Panel 4K Ultra HD / Touchscreen ",3840x2160,Intel," Core i7 8550U ",1.80,8,"256GB SSD",Intel," UHD Graphics 620",Windows,1.21,103843
209,Dell,Ultrabook,13.3,"Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,8,"256GB SSD",Intel," UHD Graphics 620",Windows,?,77203
211,Acer,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"1TB HDD",Nvidia," GeForce GTX 1050",Linux,2.4,41505
212,Asus,Gaming,17.3,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1050",Windows,2.9,74965
213,HP,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i3 6006U 2",2.00,4,"500GB HDD",Intel," HD Graphics 520",N/A,2.1,18595
214,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",N/A,2.2,29251
215,Huawei,Ultrabook,13.0,"IPS Panel Full HD ",2160x1440,Intel," Core i7 7500U ",2.70,8,"512GB SSD",Intel," HD Graphics 620",Windows,1.05,79867
216,Dell,Ultrabook,13.3,"IPS Panel Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,8,"256GB SSD",AMD," Radeon 530",Windows,1.4,49651
217,Lenovo,Notebook,17.3,N/A,1600x900,Intel," Core i5 7200U ",2.50,8,"1TB HDD",Nvidia," GeForce GTX 940MX",N/A,2.8,31382
218,HP,Notebook,14.0,"Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,8,"256GB SSD",Nvidia," GeForce 930MX",Windows,1.63,54932
219,Dell,Ultrabook,14.0,"Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,8,"256GB SSD",Intel," UHD Graphics 620",Windows,1.6,61219
220,Dell,"2 in 1 Convertible",13.3,"Full HD / Touchscreen ",1920x1080,Intel," Core i7 8550U ",1.80,16,"512GB SSD",Intel," UHD Graphics 620",Windows,1.62,68145
221,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,8,"256GB SSD",AMD," Radeon 520",Linux,2.2,36089
222,Lenovo,"2 in 1 Convertible",14.0,"IPS Panel Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,8,"256GB SSD",Intel," UHD Graphics 620",Windows,1.74,47899
223,Toshiba,Ultrabook,13.3,"Full HD ",1920x1080,Intel," Core i7 6500U ",2.50,8,"256GB SSD",Intel," HD Graphics 520",Windows,1.2,72621
224,HP,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,8,"1TB HDD",Intel," UHD Graphics 620",Windows,2.1,42304
225,Dell,Gaming,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1060",Windows,4.42,130874
226,Acer,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"256GB SSD",Nvidia," GeForce 940MX",Windows,2.2,44329
227,Dell,Notebook,15.6,"Full HD / Touchscreen ",1920x1080,Intel," Core i7 7500U ",2.70,16,"1TB HDD",AMD," Radeon R7 M445",Windows,2.3,45768
228,Asus,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Nvidia," GeForce 920MX ",Windows,2,40972
229,Asus,Notebook,17.3,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD +  500GB HDD",Nvidia," GeForce GTX 950M",Windows,2.69,47472
230,HP,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"1TB HDD",AMD," FirePro W4190M ",Windows,1.9,67612
231,Asus,Notebook,15.6,N/A,1366x768,Intel," Core i3 7100U ",2.40,4,"1TB HDD",Intel," HD Graphics 620",Windows,2.37,21258
232,HP,Notebook,15.6,N/A,1366x768,AMD," E-Series 9000e ",1.50,4,"500GB HDD",AMD," Radeon R2",Windows,2.1,17582
233,Lenovo,Gaming,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1060",Windows,3.2,79867
234,Dell,Notebook,14.0,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.6,45768
235,Acer,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen ",1920x1080,Intel," Core i5 6200U ",2.30,8,"256GB SSD",Intel," HD Graphics 520",Windows,1.6,36710
236,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,16,"256GB SSD",AMD," Radeon R7 M445",Linux,2.36,47899
237,Acer,Notebook,15.6,N/A,1366x768,Intel," Core i3 6006U 2",2.00,4,"1TB HDD",Intel," HD Graphics 520",Linux,2.1,20779
238,Asus,Notebook,15.6,"Full HD ",1920x1080,AMD," A10-Series A10-9620P ",2.50,4,"128GB SSD +  1TB HDD",AMD," Radeon R5 M430",Windows,2.2,30636
239,Asus,Gaming,17.3,"Full HD ",1920x1080,Intel," Core i7 7820HK ",2.90,32,"512GB SSD +  1TB HDD",Nvidia," GeForce GTX 1080",Windows,4.7,207259
240,Acer,Gaming,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7300HQ ",2.50,8,"256GB SSD",Nvidia," GeForce GTX 1050",Windows,2.5,45075
241,Lenovo,Notebook,15.6,N/A,1366x768,Intel," Core i3 6006U 2",2.00,8,"128GB SSD",Intel," HD Graphics 520",Windows,7.2,31382
242,Asus,Notebook,17.3,"Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,8,"128GB SSD +  1TB HDD",Nvidia," GeForce 150MX",Windows,2.1,61006
243,Asus,Notebook,17.3,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 950M",N/A,2.69,47366
244,Dell,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i5 7300HQ ",2.50,8,"256GB SSD",Nvidia," GeForce GTX 1050",Windows,2.56,46833
245,Lenovo,"2 in 1 Convertible",13.9,"IPS Panel Full HD / Touchscreen ",1920x1080,Intel," Core i7 7500U ",2.70,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.38,57489
246,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,8,"128GB SSD +  2TB HDD",AMD," Radeon 530",Windows,2.2,52481
247,HP,Notebook,15.6,"Touchscreen ",1366x768,Intel," Core i5 7200U ",2.50,8,"1TB HDD",Intel," HD Graphics 620",Windows,2.04,29784
248,Asus,Gaming,17.3,"Full HD ",1920x1080,Intel," Core i7 7820HK ",2.90,16,"256GB SSD",Nvidia," GeForce GTX 1080",Windows,3.6,159787
250,Apple,Ultrabook,13.3,"IPS Panel Retina Display ",2560x1600,Intel," Core i5 ",3.10,8,"512GB SSD",Intel," Iris Plus Graphics 650",Mac,1.37,108691
251,Dell,"2 in 1 Convertible",15.6,"IPS Panel Full HD / Touchscreen ",1920x1080,Intel," Core i7 8550U ",1.80,8,"1TB HDD",Intel," UHD Graphics 620",Windows,2.08,43636
252,Asus,Gaming,17.3,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 980M",Windows,4.3,95851
253,Asus,Notebook,15.6,N/A,1366x768,AMD," A9-Series 9420 3",3.00,4,"1TB HDD",AMD," Radeon R5 M420",Windows,1.68,24988
254,Lenovo,"2 in 1 Convertible",13.9,"IPS Panel Full HD / Touchscreen ",1920x1080,Intel," Core i7 8550U ",1.80,8,"512GB SSD",Intel," UHD Graphics 620",Windows,1.37,98515
255,Acer,Notebook,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i3 7130U ",2.70,4,"256GB SSD",Nvidia," GeForce MX130",Windows,3,37403
256,Dell,Ultrabook,13.3,"Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,8,"256GB SSD",Intel," UHD Graphics 620",Windows,1.41,50563
257,HP,Notebook,15.6,N/A,1366x768,AMD," A6-Series A6-9220 ",2.50,8,"128GB SSD",AMD," Radeon R4 Graphics",Windows,1.91,23758
258,HP,Notebook,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,16,"1TB HDD",Nvidia," GeForce MX150",Windows,2.9,56424
259,MSI,Gaming,17.3,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"512GB SSD +  1TB HDD",Nvidia," GeForce GTX 1070",Windows,4.14,133147
260,Lenovo,"2 in 1 Convertible",15.6,"IPS Panel Full HD / Touchscreen ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"512GB SSD",Nvidia," GeForce GTX 1050M",Windows,2,90523
262,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i3 6006U 2",2.00,4,"256GB SSD",Intel," HD Graphics 520",N/A,2.2,23656
263,HP,Notebook,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,4,"500GB HDD",Intel," HD Graphics 620",Windows,2.1,38468
264,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,4,"1TB HDD",Intel," HD Graphics 620",Windows,2.18,35005
265,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"1TB HDD",AMD," Radeon R5 M430",Windows,2.24,30103
266,Dell,"2 in 1 Convertible",15.6,"Full HD / Touchscreen ",1920x1080,Intel," Core i5 8250U ",1.60,8,"256GB SSD",Intel," UHD Graphics 620",Windows,2.67,42571
267,Asus,"2 in 1 Convertible",13.3,"Full HD / Touchscreen ",1920x1080,Intel," Core i7 8550U ",1.80,8,"512GB SSD +  512GB SSD",Intel," UHD Graphics 620",Windows,4.1,79867
269,HP,Notebook,17.3,"Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,8,"1TB HDD",Nvidia," GeForce 930MX ",Windows,2.5,54239
270,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,8,"256GB SSD",Intel," UHD Graphics 620",Windows,2.05,46886
271,Apple,Ultrabook,13.3,"IPS Panel Retina Display ",2560x1600,Intel," Core i5 ",2.90,8,"512GB SSD",Intel," Iris Graphics 550",Mac,1.37,104370
272,Asus,Gaming,17.3,"Full HD ",1920x1080,AMD," Ryzen 1700 3",3.00,16,"256GB SSD +  1TB HDD",AMD," Radeon RX 580",Windows,3.2,82531
273,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,8,"256GB SSD",AMD," Radeon 520",Linux,2.14,39165
274,Lenovo,"2 in 1 Convertible",14.0,"Touchscreen ",2560x1440,Intel," Core i7 6600U ",2.60,16,"512GB SSD",Intel," HD Graphics 520",Windows,1.36,133147
275,Toshiba,Notebook,15.6,N/A,1366x768,Intel," Core i7 6500U ",2.50,8,"500GB HDD",Nvidia," GeForce 930M",Windows,2.2,43263
276,Dell,Notebook,15.6,N/A,1366x768,Intel," Core i7 7500U ",2.70,12,"1TB HDD",Intel," HD Graphics 620",Windows,2.3,37992
277,Dell,Notebook,17.3,"Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,8,"128GB SSD +  1TB HDD",AMD," Radeon 530",Linux,2.8,58555
278,Acer,Notebook,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,8,"1TB HDD",Nvidia," GeForce MX130",Windows,2.2,39694
279,Lenovo,Notebook,17.3,N/A,1600x900,Intel," Core i3 6006U 2",2.00,4,"1TB HDD",Intel," HD Graphics 520",Windows,2.8,26054
280,Lenovo,Notebook,17.3,"Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,8,"2TB HDD",Nvidia," GeForce MX150",N/A,2.8,45235
281,Lenovo,Notebook,17.3,N/A,1600x900,Intel," Core i7 7500U ",2.70,6,"128GB SSD +  1TB HDD",Nvidia," GeForce 940MX",Windows,2.8,45768
282,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i3 6006U ",2.00,4,"1TB HDD",AMD," Radeon R5 M430",Linux,2.25,22804
283,Lenovo,Gaming,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7300HQ ",2.50,8,"256GB SSD",Nvidia," GeForce GTX 1050",Windows,2.5,44169
284,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,6,"256GB SSD",Intel," HD Graphics 620",Windows,2.2,30849
285,Acer,Notebook,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,8,"256GB SSD",Nvidia," GeForce MX150",Windows,3,50669
286,Acer,Notebook,15.6,"IPS Panel Full HD / Touchscreen ",1920x1080,Intel," Core i7 7500U ",2.70,12,"1TB HDD",Intel," HD Graphics 620",Windows,2.15,35112
287,Lenovo,Notebook,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"256GB SSD",Intel," HD Graphics 630",Windows,1.95,58448
288,Asus,Ultrabook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Nvidia," GeForce 940MX",Windows,1.7,52055
289,Lenovo,Gaming,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1050 Ti",Windows,2.5,62817
290,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"1TB HDD",Nvidia," GeForce 940MX",N/A,2.2,35112
291,Acer,Notebook,15.6,N/A,1366x768,Intel," Celeron Dual Core 3205U ",1.50,2,"16GB SSD",Intel," HD Graphics",Other,2.19,10603
292,Asus,Gaming,17.3,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"1TB HDD",Nvidia," GeForce GTX 1050",Windows,3,63243
293,HP,Notebook,17.3,N/A,1600x900,Intel," Core i3 6006U 2",2.00,8,"1TB HDD",Intel," HD Graphics 520",Windows,2.54,26054
294,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"256GB SSD",Nvidia," GeForce GTX 1050",Windows,2,97449
295,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,8,"256GB SSD",Intel," UHD Graphics 620",Windows,2.05,39374
296,Lenovo,Gaming,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"1TB HDD",Nvidia," GeForce GTX 1060",Windows,3.2,69211
297,Acer,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"256GB SSD",Nvidia," GeForce GTX 1050 Ti",Linux,2.5,52161
298,Dell,Workstation,17.3,"Full HD ",1920x1080,Intel," Core i7 7820HQ ",2.90,16,"256GB SSD",Nvidia," Quadro M1200",Windows,3.42,153705
299,Lenovo,Notebook,15.6,"Full HD ",1920x1080,AMD," A10-Series 9600P ",2.40,6,"1TB HDD",AMD," Radeon R5 430",Windows,2.4,26587
300,Asus,Ultrabook,15.6,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,16,"512GB SSD",Nvidia," GeForce 940MX",Windows,1.63,78215
301,Asus,Notebook,14.0,N/A,1366x768,Intel," Core i3 7100U ",2.40,4,"128GB SSD",Intel," HD Graphics 620",Windows,1.3,27120
302,Asus,Gaming,17.3,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1070",Windows,2.9,113060
303,Lenovo,Notebook,17.3,N/A,1600x900,Intel," Core i5 7200U ",2.50,6,"1TB HDD",Nvidia," GeForce GTX 940M",Windows,5.8,34579
304,Lenovo,Notebook,15.6,N/A,1366x768,Intel," Core i5 7200U ",2.50,8,"2TB HDD",Nvidia," GeForce 940MX",N/A,2.2,29251
305,Asus,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 1050 Ti",Windows,2.5,67399
306,Lenovo,Notebook,15.6,N/A,1366x768,Intel," Pentium Quad Core N4200 ",1.10,4,"1TB HDD",Intel," HD Graphics 505",N/A,2.2,19180
307,HP,"2 in 1 Convertible",13.3,"Full HD / Touchscreen ",1920x1080,Intel," Core i7 7600U ",2.80,16,"256GB SSD",Intel," HD Graphics 620",Windows,1.28,105228
308,Toshiba,Notebook,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 6500U ",2.50,8,"256GB SSD",Nvidia," GeForce 930M",Windows,2.2,55571
309,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"128GB SSD +  1TB HDD",Nvidia," GeForce 940MX",Windows,2.3,43636
310,HP,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i3 6006U 2",2.00,4,"1TB HDD",Intel," HD Graphics 520",Windows,1.86,24988
311,Lenovo,Notebook,13.3,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.1,53227
312,Dell,Ultrabook,13.3,"IPS Panel 4K Ultra HD / Touchscreen ",3840x2160,Intel," Core i7 8550U ",1.80,16,"1TB SSD",Intel," UHD Graphics 620",Windows,1.21,133147
313,MSI,Gaming,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1070",Windows,2.8,111835
314,Acer,Notebook,15.6,"Full HD ",1920x1080,AMD," A8-Series 7410 ",2.20,8,"256GB SSD",AMD," Radeon R5",Windows,2.23,24988
315,Asus,"2 in 1 Convertible",11.6,"Touchscreen ",1366x768,Intel," Celeron Dual Core N3350 ",1.10,2,"32GB Flash Storage",Intel," HD Graphics 500",Windows,1.1,14652
316,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,8,"128GB SSD +  1TB HDD",AMD," Radeon 530",Windows,2.33,44968
317,HP,"2 in 1 Convertible",13.3,"IPS Panel 4K Ultra HD / Touchscreen ",3840x2160,Intel," Core i7 8550U ",1.80,16,"1TB SSD",Intel," UHD Graphics 620",Windows,1.29,130483
318,Lenovo,Notebook,13.3,N/A,1366x768,Intel," Celeron Dual Core 3855U ",1.60,4,"16GB Flash Storage",Intel," HD Graphics 510",Other,1.45,24503
319,HP,Notebook,14.0,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.95,52214
320,Acer,Notebook,11.6,N/A,1366x768,Intel," Pentium Quad Core N3710 ",1.60,4,"128GB Flash Storage",Intel," HD Graphics 405",Windows,1.4,25841
321,HP,Notebook,14.0,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.48,68838
322,Lenovo,Notebook,17.3,N/A,1600x900,Intel," Core i5 7200U ",2.50,4,"1TB HDD",Nvidia," GeForce 920MX",Windows,2.79,31382
323,Asus,Notebook,14.0,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"256GB SSD",Intel," HD Graphics 620",Windows,2,58288
324,HP,Notebook,15.6,"IPS Panel Full HD ",1366x768,Intel," Core i7 8550U ",1.80,8,"1TB HDD",Intel," UHD Graphics 620",Windows,2.1,48059
325,Acer,Notebook,15.6,N/A,1366x768,AMD," A12-Series 9720P ",2.70,8,"256GB SSD",AMD," Radeon RX 540",Windows,2.2,35112
326,Lenovo,Notebook,14.0,N/A,1366x768,Intel," Celeron Dual Core N3350 ",1.10,4,"32GB Flash Storage",Intel," HD Graphics 500",Windows,1.44,15558
327,Acer,Notebook,15.6,N/A,1366x768,Intel," Core i5 7200U ",2.50,6,"1TB HDD",Intel," HD Graphics 620",Windows,8.23,29251
328,Asus,Ultrabook,15.6,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"256GB SSD",Nvidia," GeForce 940MX",Windows,1.7,55939
329,HP,Ultrabook,12.5,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.26,71129
330,Dell,Notebook,15.6,"4K Ultra HD / Touchscreen ",3840x2160,Intel," Core i7 7700HQ ",2.80,32,"1TB SSD",Nvidia," GeForce GTX 1050",Windows,2.06,140606
331,MSI,Gaming,17.3,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1050 Ti",Windows,2.7,63883
332,Toshiba,Notebook,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,2.0,50243
333,Asus,Notebook,14.0,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"256GB SSD +  1TB HDD",Intel," HD Graphics 620",Windows,2,71076
